time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-08-07T00:12:04.182Z,-18.7619,-69.1682,126.46,4.6,mb,44,66,0.533,0.96,us,us6000i8sa,2022-08-07T07:30:37.455Z,"123 km ESE of Arica, Chile",earthquake,4.73,4.674,0.096,32,reviewed,us,us
2022-08-06T22:54:06.858Z,-19.7434,-176.1987,204.229,4.9,mb,89,76,7.179,0.75,us,us6000i8rn,2022-08-06T23:12:29.040Z,"186 km NW of Nuku‘alofa, Tonga",earthquake,11.14,6.832,0.034,267,reviewed,us,us
2022-08-06T21:11:38.403Z,55.751,162.0939,79.798,4.5,mb,59,97,3.395,0.71,us,us6000i8r6,2022-08-06T21:26:39.040Z,"58 km SSW of Ust’-Kamchatsk Staryy, Russia",earthquake,9.53,7.791,0.052,109,reviewed,us,us
2022-08-06T16:08:22.022Z,27.6434,-111.6382,10,4.7,mb,50,80,0.625,0.98,us,us6000i8nr,2022-08-08T19:46:30.040Z,"68 km WSW of San Carlos, Mexico",earthquake,3.96,1.93,0.039,206,reviewed,us,us
2022-08-06T15:25:09.706Z,-18.0966,168.316,10,5,mb,32,146,2.842,0.99,us,us6000i8nk,2022-08-07T03:34:21.900Z,"39 km S of Port-Vila, Vanuatu",earthquake,4.32,1.902,0.095,35,reviewed,us,us
2022-08-06T14:52:34.786Z,34.8488,135.9503,361.663,4.6,mb,69,39,1.016,0.8,us,us6000i8nc,2022-08-06T15:10:39.040Z,"14 km ESE of Uji, Japan",earthquake,8.57,6.261,0.056,95,reviewed,us,us
2022-08-06T13:19:33.882Z,32.5252,142.5318,10,4.6,mb,27,133,2.363,0.9,us,us6000i8n0,2022-08-06T19:11:22.040Z,"Izu Islands, Japan region",earthquake,6.85,1.889,0.054,118,reviewed,us,us
2022-08-06T12:43:51.841Z,32.8414,142.4413,10,4.8,mww,62,114,2.225,2.46,us,us6000i8mm,2022-08-08T15:25:04.040Z,"Izu Islands, Japan region",earthquake,8.85,1.877,0.069,20,reviewed,us,us
2022-08-06T12:23:46.880Z,36.2628,141.1414,19.464,5,mww,89,113,2.386,0.88,us,us6000i8mk,2022-08-08T14:53:06.756Z,"50 km E of Ōarai, Japan",earthquake,7.07,3.412,0.073,18,reviewed,us,us
2022-08-06T11:48:02.062Z,51.1707,160.9315,10,5,mb,88,118,2.329,0.69,us,us6000i8me,2022-08-06T12:07:13.040Z,"261 km SE of Vilyuchinsk, Russia",earthquake,7.87,1.857,0.024,534,reviewed,us,us
2022-08-06T09:42:35.681Z,32.4143,142.9171,10,4.8,mb,46,131,2.706,0.51,us,us6000i8m3,2022-08-06T10:11:45.040Z,"Izu Islands, Japan region",earthquake,9.12,1.928,0.087,44,reviewed,us,us
2022-08-06T03:15:07.323Z,24.5486,-109.1394,10,4.7,mb,48,98,1.131,1.04,us,us6000i8kr,2022-08-06T16:15:11.670Z,"111 km NNE of Los Barriles, Mexico",earthquake,4.67,1.924,0.037,230,reviewed,us,us
2022-08-06T02:38:45.514Z,-4.4903,138.257,10,4.8,mb,36,127,6.195,1.18,us,us6000i8km,2022-08-06T03:02:08.040Z,"Papua, Indonesia",earthquake,11.78,1.902,0.086,44,reviewed,us,us
2022-08-06T01:41:31.681Z,25.3148,141.366,158.91,4.5,mb,37,114,7.89,0.82,us,us6000i8kj,2022-08-06T01:58:34.040Z,"Volcano Islands, Japan region",earthquake,10.78,7.432,0.069,62,reviewed,us,us
2022-08-06T01:03:47.449Z,8.3273,-77.0387,35,4.5,mb,33,88,0.847,1.23,us,us6000i8kd,2022-08-06T01:27:39.040Z,"29 km WSW of Necoclí, Colombia",earthquake,4.21,1.966,0.072,58,reviewed,us,us
2022-08-06T00:52:13.844Z,1.3614,67.0756,10,4.7,mb,75,125,5.981,0.52,us,us6000i8kc,2022-08-15T03:32:58.040Z,"Carlsberg Ridge",earthquake,9.27,1.861,0.065,71,reviewed,us,us
2022-08-05T21:44:15.746Z,-6.1611,133.3485,10,4.5,mb,30,104,2.723,0.84,us,us6000i8j1,2022-08-05T22:13:55.040Z,"88 km SE of Tual, Indonesia",earthquake,4.76,1.914,0.121,20,reviewed,us,us
2022-08-05T20:20:00.024Z,-19.1411,-70.0585,65.169,4.5,mwr,59,132,0.583,0.86,us,us6000i8i8,2022-08-06T01:57:23.145Z,"77 km SSE of Arica, Chile",earthquake,4.16,5.846,0.065,23,reviewed,us,us
2022-08-05T20:06:25.824Z,33.2632,141.7708,10,4.6,mb,104,114,1.648,0.65,us,us6000i8i7,2022-08-05T20:58:15.040Z,"248 km SSE of Katsuura, Japan",earthquake,5.96,1.876,0.05,121,reviewed,us,us
2022-08-05T19:15:35.587Z,-7.5396,126.7899,10,4.6,mb,29,76,4.49,0.79,us,us6000i8hu,2022-08-05T19:46:59.040Z,"109 km NNE of Baukau, Timor Leste",earthquake,8.26,1.841,0.122,23,reviewed,us,us
2022-08-05T14:41:57.192Z,-27.4597,-176.2905,10,4.7,mb,64,121,12.353,0.46,us,us6000i8dt,2022-08-13T10:55:55.040Z,"Kermadec Islands region",earthquake,13.49,1.864,0.07,62,reviewed,us,us
2022-08-05T13:28:14.584Z,39.6237,74.4953,10,4.5,mb,60,64,2.864,0.61,us,us6000i8dh,2022-08-13T10:35:15.040Z,"129 km W of Kashgar, China",earthquake,6.87,1.904,0.067,65,reviewed,us,us
2022-08-05T11:57:48.533Z,-6.4704,129.9011,141.72,4.7,mb,26,91,2.045,0.64,us,us6000i8d9,2022-08-05T12:28:27.040Z,"Banda Sea",earthquake,9.78,9.639,0.137,16,reviewed,us,us
2022-08-05T11:34:33.955Z,32.794,142.4452,10,4.9,mww,90,37,2.235,0.92,us,us6000i8d6,2022-08-05T18:54:11.040Z,"Izu Islands, Japan region",earthquake,7.73,1.784,0.056,31,reviewed,us,us
2022-08-05T09:23:10.358Z,-7.775,104.9757,10,4.9,mb,56,54,2.669,0.51,us,us6000i8bg,2022-08-05T10:12:19.040Z,"181 km SSW of Labuan, Indonesia",earthquake,7.23,1.861,0.08,49,reviewed,us,us
2022-08-05T06:39:13.743Z,-58.7864,-25.2017,29.262,5,mb,52,69,15.801,0.44,us,us6000i8ab,2022-08-05T06:57:18.040Z,"South Sandwich Islands region",earthquake,9.94,3.905,0.08,50,reviewed,us,us
2022-08-05T06:39:00.066Z,-23.9133,179.7773,569.566,4.5,mb,41,112,11.41,0.59,us,us6000i8a9,2022-08-05T07:05:58.040Z,"south of the Fiji Islands",earthquake,6.45,9.413,0.093,34,reviewed,us,us
2022-08-05T06:03:14.864Z,23.1546,123.2542,10,4.8,mb,55,98,1.326,1.15,us,us6000i8a1,2022-08-05T06:43:31.040Z,"147 km S of Yonakuni, Japan",earthquake,5.24,1.336,0.094,35,reviewed,us,us
2022-08-05T04:38:40.933Z,-30.3909,-177.5808,27.949,5.8,mww,91,57,7.925,1.01,us,us6000i89c,2022-08-08T09:29:43.887Z,"Kermadec Islands, New Zealand",earthquake,10.59,3.347,0.069,20,reviewed,us,us
2022-08-05T03:12:26.744Z,-11.2801,-73.3436,9.641,4.7,mb,27,105,3.499,0.81,us,us6000i88u,2022-08-08T00:54:46.515Z,"99 km NNW of Pangoa, Peru",earthquake,8.47,5.452,0.059,88,reviewed,us,us
2022-08-05T02:37:20.263Z,-10.7761,162.1293,111.672,5.1,mww,70,67,2.526,0.85,us,us6000i88j,2022-08-05T03:06:07.040Z,"42 km SSE of Kirakira, Solomon Islands",earthquake,9.49,6.473,0.098,10,reviewed,us,us
2022-08-05T01:13:01.867Z,-15.1686,-173.2182,10,4.5,mb,23,123,1.871,0.68,us,us6000i889,2022-08-05T01:47:24.040Z,"106 km NE of Hihifo, Tonga",earthquake,6.81,1.886,0.076,54,reviewed,us,us
2022-08-04T23:06:15.296Z,-42.6975,-110.4176,10,4.9,mb,61,91,15.522,0.6,us,us6000i8aa,2022-08-06T05:14:27.040Z,"southern East Pacific Rise",earthquake,14.79,1.908,0.07,63,reviewed,us,us
2022-08-04T19:08:10.166Z,36.4857,71.3135,96.418,4.6,mb,148,48,0.871,0.66,us,us6000i84m,2022-08-04T22:04:42.040Z,"29 km SW of Ashkāsham, Afghanistan",earthquake,5.59,5.906,0.042,169,reviewed,us,us
2022-08-04T18:07:03.308Z,32.5509,142.2921,10,5,mww,200,34,2.161,0.71,us,us6000i8ea,2022-08-05T16:24:57.040Z,"Izu Islands, Japan region",earthquake,7.69,1.842,0.093,11,reviewed,us,us
2022-08-04T18:06:17.368Z,32.5657,142.3371,10,5.1,mww,158,62,2.194,0.53,us,us6000i83n,2022-08-05T16:09:18.040Z,"Izu Islands, Japan region",earthquake,8.35,1.797,0.078,16,reviewed,us,us
2022-08-04T17:39:31.410Z,-1.0715,97.374,10,4.9,mb,88,52,2.368,0.66,us,us6000i83c,2022-08-05T15:09:22.040Z,"southwest of Sumatra, Indonesia",earthquake,7.76,1.847,0.061,87,reviewed,us,us
2022-08-04T17:34:57.465Z,32.5607,142.3814,10,5.1,mww,164,39,2.231,0.59,us,us6000i83a,2022-08-05T14:51:11.040Z,"Izu Islands, Japan region",earthquake,8.31,1.857,0.061,26,reviewed,us,us
2022-08-04T17:28:29.939Z,32.6822,142.3891,10,4.5,mb,52,88,2.209,1.25,us,us6000i838,2022-08-05T13:50:49.040Z,"Izu Islands, Japan region",earthquake,8.1,1.876,0.1,31,reviewed,us,us
2022-08-04T15:54:43.498Z,32.6871,142.3277,10,4.5,mb,57,110,2.158,0.79,us,us6000i81y,2022-08-04T20:53:40.040Z,"Izu Islands, Japan region",earthquake,9.23,1.912,0.08,46,reviewed,us,us
2022-08-04T14:41:20.664Z,32.7478,142.5324,10,5,mb,80,99,2.315,1.39,us,us6000i814,2022-08-04T15:01:22.040Z,"Izu Islands, Japan region",earthquake,8.51,1.863,0.032,309,reviewed,us,us
2022-08-04T14:40:21.573Z,32.154,141.3241,10,4.7,mb,44,82,1.595,1.04,us,us6000i818,2022-08-04T15:17:46.040Z,"Izu Islands, Japan region",earthquake,6.33,1.838,0.061,82,reviewed,us,us
2022-08-04T10:54:56.942Z,32.7872,142.4074,10,4.6,mb,57,133,2.205,0.77,us,us6000i808,2022-08-04T13:04:25.040Z,"Izu Islands, Japan region",earthquake,6.44,1.793,0.041,178,reviewed,us,us
2022-08-04T08:52:38.993Z,32.7846,142.3958,10,4.5,mb,46,147,2.196,0.87,us,us6000i803,2022-08-04T09:21:02.040Z,"Izu Islands, Japan region",earthquake,9.65,1.921,0.11,24,reviewed,us,us
2022-08-04T06:52:55.871Z,32.6223,142.5074,10,4.5,mb,36,136,2.319,0.56,us,us6000i7zq,2022-08-04T07:23:42.040Z,"Izu Islands, Japan region",earthquake,9.76,1.924,0.124,19,reviewed,us,us
2022-08-04T06:39:15.434Z,-21.1532,-173.5477,10,4.9,mb,38,79,7.399,0.96,us,us6000i7zk,2022-08-04T07:11:44.040Z,"146 km E of ‘Ohonua, Tonga",earthquake,9.89,1.834,0.089,42,reviewed,us,us
2022-08-04T05:36:17.895Z,46.3574,153.0711,10,4.6,mb,77,135,7.122,0.76,us,us6000i7zb,2022-08-04T05:58:35.040Z,"Kuril Islands",earthquake,9.5,1.888,0.042,171,reviewed,us,us
2022-08-04T04:28:19.004Z,32.5129,142.4055,10,4.8,mb,46,133,2.264,0.52,us,us6000i7yw,2022-08-05T02:00:57.040Z,"Izu Islands, Japan region",earthquake,9.44,1.885,0.035,248,reviewed,us,us
2022-08-04T03:58:00.168Z,32.674,142.5601,10,4.8,mb,28,136,2.352,0.81,us,us6000i7yx,2022-08-05T00:45:54.040Z,"Izu Islands, Japan region",earthquake,11.22,1.893,0.062,80,reviewed,us,us
2022-08-04T03:51:28.132Z,32.713,142.4511,10,5,mb,83,152,2.254,0.89,us,us6000i7y3,2022-08-05T00:30:04.040Z,"Izu Islands, Japan region",earthquake,8.48,1.932,0.042,177,reviewed,us,us
2022-08-04T03:51:09.109Z,32.6381,142.4344,10,4.5,mb,48,139,2.256,0.58,us,us6000i7yt,2022-08-05T00:24:51.040Z,"Izu Islands, Japan region",earthquake,10.11,1.872,0.103,28,reviewed,us,us
2022-08-04T03:39:45.604Z,32.6611,142.5452,9.19,5.7,mww,305,26,2.342,0.59,us,us6000i7xr,2022-08-05T03:45:23.643Z,"Izu Islands, Japan region",earthquake,7.34,3.039,0.053,34,reviewed,us,us
2022-08-04T03:36:22.530Z,32.7244,142.4596,10,5.3,mww,128,31,2.259,0.43,us,us6000i7xq,2022-08-04T22:56:04.040Z,"Izu Islands, Japan region",earthquake,7.35,1.749,0.075,17,reviewed,us,us
2022-08-04T03:29:56.979Z,32.7564,142.4611,10,4.9,mww,167,95,2.255,0.63,us,us6000i7xm,2022-08-04T21:58:40.040Z,"Izu Islands, Japan region",earthquake,6.38,1.85,0.098,10,reviewed,us,us
2022-08-04T00:48:17.227Z,37.6295,141.6908,44.285,5.4,mww,149,34,2.988,0.65,us,us6000i7wm,2022-08-08T15:21:10.704Z,"63 km ENE of Namie, Japan",earthquake,7.12,4.48,0.068,21,reviewed,us,us
2022-08-03T21:55:37.561Z,12.3854,-86.6494,145.776,5.3,mww,284,37,0.457,0.85,us,us6000i7v7,2022-08-13T02:55:46.681Z,"5 km NNE of La Paz Centro, Nicaragua",earthquake,5.87,1.199,0.036,76,reviewed,us,us
2022-08-03T21:32:23.286Z,-26.819,-175.9151,10,4.5,mb,14,168,3.011,0.69,us,us6000iaa2,2022-08-13T01:49:35.040Z,"south of Tonga",earthquake,13.89,1.915,0.171,10,reviewed,us,us
2022-08-03T19:38:55.166Z,-57.9989,-25.5104,82.724,4.6,mb,52,44,7.173,0.55,us,us6000i7tt,2022-08-12T18:07:18.040Z,"South Sandwich Islands region",earthquake,12.93,1.477,0.102,33,reviewed,us,us
2022-08-03T11:07:52.226Z,-27.3862,-176.1657,10,5.4,mww,80,74,2.426,0.66,us,us6000i7qi,2022-08-08T07:43:25.104Z,"Kermadec Islands region",earthquake,11.82,1.861,0.073,18,reviewed,us,us
2022-08-03T09:39:58.538Z,0.3231,122.0455,184.813,4.7,mb,48,58,1.486,0.49,us,us6000i7q4,2022-08-03T09:58:29.040Z,"115 km WSW of Gorontalo, Indonesia",earthquake,8.57,7.571,0.096,33,reviewed,us,us
2022-08-03T07:51:55.378Z,-9.0471,124.1805,72.82,4.9,mb,60,39,1.963,1.27,us,us6000i7ph,2022-08-03T08:11:33.040Z,"27 km NW of Pante Makasar, Timor Leste",earthquake,8.74,6.738,0.074,58,reviewed,us,us
2022-08-03T07:33:36.250Z,-8.5978,-74.438,152.513,4.6,mb,57,96,1.92,0.78,us,us6000i7pe,2022-08-03T08:37:37.040Z,"24 km SSE of San Fernando, Peru",earthquake,8.37,8.924,0.032,286,reviewed,us,us
2022-08-02T21:11:41.381Z,-18.1158,-178.2021,521.281,5.6,mww,105,33,3.527,1.04,us,us6000i7k8,2022-08-03T21:14:54.978Z,"262 km E of Levuka, Fiji",earthquake,10.01,5.634,0.093,11,reviewed,us,us
2022-08-02T19:19:34.538Z,7.2182,126.9306,49.387,5.4,mww,148,44,1.349,0.85,us,us6000i7j6,2022-08-05T17:32:43.681Z,"40 km E of Santiago, Philippines",earthquake,7.75,4.112,0.075,17,reviewed,us,us
2022-08-02T15:17:01.461Z,16.1209,-87.5144,10,5.4,mww,77,45,2.065,0.59,us,us6000i7hp,2022-08-03T22:02:10.209Z,"38 km N of Tela, Honduras",earthquake,6.12,1.876,0.043,52,reviewed,us,us
2022-08-02T13:14:38.939Z,-7.0778,107.5539,133.358,4.5,mb,46,76,0.394,0.61,us,us6000i7g1,2022-08-14T20:19:47.645Z,"5 km SW of Banjaran, Indonesia",earthquake,7.65,3.245,0.115,25,reviewed,us,us
2022-08-02T13:10:04.126Z,-31.3514,-179.5091,224.69,4.5,mb,23,109,6.453,0.47,us,us6000ia7g,2022-08-14T20:12:58.040Z,"Kermadec Islands region",earthquake,13.97,5.379,0.164,11,reviewed,us,us
2022-08-02T12:49:57.471Z,-60.0476,-26.7786,103.08,5,mb,57,64,7.819,0.54,us,us6000i7fu,2022-08-02T13:08:31.040Z,"South Sandwich Islands region",earthquake,9.6,6.8,0.076,55,reviewed,us,us
2022-08-02T10:19:30.400Z,1.7076,99.5372,180.12,4.5,mb,75,105,1.155,0.66,us,us6000i7ev,2022-08-02T10:50:19.040Z,"44 km SSW of Bandar, Indonesia",earthquake,6.2,6.4,0.068,64,reviewed,us,us
2022-08-02T05:24:27.762Z,6.8333,123.7663,20,5.5,mww,87,56,1.815,0.54,us,us6000i7d8,2022-08-14T06:23:47.805Z,"28 km W of Gadung, Philippines",earthquake,7.54,1.794,0.065,23,reviewed,us,us
2022-08-02T05:02:21.224Z,-12.4637,166.9434,226.558,4.5,mb,90,110,2.976,0.55,us,us6000i7d1,2022-08-14T05:59:02.040Z,"169 km NNW of Sola, Vanuatu",earthquake,9.71,4.882,0.063,75,reviewed,us,us
2022-08-02T02:27:06.040Z,64.0851,-22.0236,10,5,mww,81,52,0.731,0.56,us,us6000i7cg,2022-08-02T20:01:07.521Z,"1 km SSW of Álftanes, Iceland",earthquake,6.15,1.854,0.063,24,reviewed,us,us
2022-08-02T01:42:16.882Z,-11.9345,166.7576,202.139,5.2,mww,88,40,3.519,0.55,us,us6000i7cb,2022-08-06T15:45:18.414Z,"169 km SE of Lata, Solomon Islands",earthquake,9.79,2.181,0.086,13,reviewed,us,us
2022-08-02T00:42:55.515Z,-3.1728,148.4077,10,4.8,mb,55,53,3.882,0.62,us,us6000i7c0,2022-08-13T03:03:32.040Z,"178 km SE of Lorengau, Papua New Guinea",earthquake,5.83,1.836,0.072,59,reviewed,us,us
2022-08-01T23:34:14.701Z,-19.9671,-177.8529,537.202,4.6,mb,31,64,2.737,0.56,us,us6000i7bj,2022-08-13T02:57:47.040Z,"Fiji region",earthquake,14.17,2.55,0.109,25,reviewed,us,us
2022-08-01T23:31:18.125Z,63.9908,-22.0695,10,4.8,mb,149,52,0.825,0.53,us,us6000i7bi,2022-08-13T02:47:35.733Z,"10 km SW of Hafnarfjörður, Iceland",earthquake,5.7,1.8,0.032,293,reviewed,us,us
2022-08-01T21:17:11.739Z,1.5449,98.9217,104.91,4.7,mb,50,118,1.141,0.4,us,us6000i7ag,2022-08-01T21:48:53.040Z,"26 km SE of Sibolga, Indonesia",earthquake,4.3,5.6,0.078,50,reviewed,us,us
2022-08-01T21:09:05.993Z,-17.7808,-178.7144,542.49,4.7,mb,75,119,3.5,0.9,us,us6000i7a9,2022-08-01T21:27:15.040Z,"210 km E of Levuka, Fiji",earthquake,11.9,8.7,0.029,368,reviewed,us,us
2022-08-01T20:55:38.908Z,-58.1795,-23.7305,10,4.7,mb,47,52,16.023,1.07,us,us6000i7aa,2022-08-12T16:15:32.040Z,"South Sandwich Islands region",earthquake,10.89,1.564,0.093,35,reviewed,us,us
2022-08-01T17:10:12.739Z,11.2692,125.4249,62.491,5,mb,109,82,4.176,0.82,us,us6000i77g,2022-08-12T14:23:19.951Z,"12 km WNW of General MacArthur, Philippines",earthquake,7.73,4.412,0.04,196,reviewed,us,us
2022-08-01T17:02:52.069Z,28.2401,142.7952,10,4.7,mb,141,124,1.262,0.72,us,us6000i77e,2022-08-12T13:56:27.040Z,"Bonin Islands, Japan region",earthquake,7.94,1.836,0.043,168,reviewed,us,us
2022-08-01T16:03:50.639Z,21.1847,99.8918,10,4.5,mb,34,48,0.299,0.7,us,us6000i769,2022-08-14T19:05:16.445Z,"49 km S of Kēng Tung, Myanmar",earthquake,3.91,1.886,0.119,21,reviewed,us,us
2022-08-01T15:29:58.194Z,-25.1183,-176.047,32.997,4.6,mb,28,79,9.165,0.76,us,us6000i9y8,2022-08-14T18:56:47.040Z,"south of the Fiji Islands",earthquake,12.69,4.474,0.12,21,reviewed,us,us
2022-08-01T08:09:46.737Z,21.4757,121.1941,10,4.9,mb,110,42,1.339,0.55,us,us6000i74a,2022-08-01T08:44:57.040Z,"74 km SE of Hengchun, Taiwan",earthquake,7.4,1.8,0.05,127,reviewed,us,us
2022-08-01T06:27:36.393Z,64.0937,-22.1969,10,4.6,mb,165,96,0.757,0.44,us,us6000i73y,2022-08-01T23:57:57.577Z,"8 km W of Álftanes, Iceland",earthquake,4.2,1.9,0.042,172,reviewed,us,us
2022-08-01T04:08:17.449Z,52.2306,-168.0618,10,4.9,mwr,116,134,0.886,0.95,us,us6000i73d,2022-08-02T02:03:44.474Z,"95 km SE of Nikolski, Alaska",earthquake,5.9,1.8,0.083,14,reviewed,us,us
2022-08-01T01:43:48.566Z,-3.8032,151.3486,10,5.4,mww,85,51,0.9,0.69,us,us6000i72t,2022-08-12T03:37:02.619Z,"100 km WNW of Rabaul, Papua New Guinea",earthquake,7.29,1.849,0.075,17,reviewed,us,us
2022-08-01T00:36:40.959Z,53.5635,-165.357,42.312,5.3,mww,199,105,0.616,0.77,us,us6000i72k,2022-08-15T00:46:42.414Z,"69 km SSE of Akutan, Alaska",earthquake,4.83,3.81,0.041,57,reviewed,us,us
2022-07-31T22:27:50.034Z,-3.2488,142.2695,33.91,5.2,mb,85,24,9.917,0.53,us,us6000i71u,2022-08-01T00:02:49.040Z,"15 km SW of Aitape, Papua New Guinea",earthquake,7.5,3.2,0.045,160,reviewed,us,us
2022-07-31T18:50:13.215Z,32.5466,142.4977,10,5.4,mb,72,63,2.329,0.76,us,us6000i70n,2022-08-01T18:56:32.367Z,"Izu Islands, Japan region",earthquake,9,1.9,0.031,347,reviewed,us,us
2022-07-31T18:48:28.597Z,32.5903,142.4657,10,5,mww,65,93,2.293,0.87,us,us6000i70w,2022-08-05T21:56:39.667Z,"Izu Islands, Japan region",earthquake,9.3,1.869,0.075,17,reviewed,us,us
2022-07-31T18:48:11.233Z,17.3316,120.7371,10,5.1,mww,72,109,5.467,0.77,us,us6000i70q,2022-08-05T19:51:50.867Z,"9 km SSE of San Ramon, Philippines",earthquake,5.3,1.8,0.066,22,reviewed,us,us
2022-07-31T17:49:59.118Z,-10.9413,165.9315,64.671,4.5,mb,25,146,4.647,0.61,us,us6000i9q6,2022-08-12T20:18:15.040Z,"28 km SSE of Lata, Solomon Islands",earthquake,7.52,6.825,0.112,23,reviewed,us,us
2022-07-31T17:48:00.567Z,63.9704,-22.3533,10,5.4,mww,99,31,0.899,0.8,us,us6000i70d,2022-08-06T00:24:20.270Z,"1 km SE of Vogar, Iceland",earthquake,6.3,1.8,0.04,61,reviewed,us,us
2022-07-31T16:42:04.437Z,10.1094,-85.9687,31.337,4.5,mb,46,208,0.542,0.42,us,us6000i703,2022-08-10T19:08:22.040Z,"45 km WSW of Santa Cruz, Costa Rica",earthquake,7.03,7.457,0.102,30,reviewed,us,us
2022-07-31T16:37:55.759Z,19.9416,-71.778,10,4.7,mb,92,57,1.675,0.6,us,us6000i701,2022-08-10T19:02:50.460Z,"17 km NW of San Fernando de Monte Cristi, Dominican Republic",earthquake,6.56,1.822,0.033,280,reviewed,us,us
2022-07-31T16:09:57.074Z,32.4298,142.2609,10,4.6,mb,32,118,2.172,0.44,us,us6000i9q3,2022-08-10T18:54:17.040Z,"Izu Islands, Japan region",earthquake,9.47,1.469,0.132,17,reviewed,us,us
2022-07-31T15:40:16.652Z,32.5076,142.3964,10,4.6,mb,52,123,2.258,0.37,us,us6000i6zt,2022-08-10T18:31:02.040Z,"Izu Islands, Japan region",earthquake,11.43,1.881,0.05,122,reviewed,us,us
2022-07-31T15:24:11.941Z,32.5322,142.4402,10,4.5,mb,66,109,2.287,0.51,us,us6000i6zp,2022-08-10T18:07:25.040Z,"Izu Islands, Japan region",earthquake,9.37,1.853,0.064,74,reviewed,us,us
2022-07-31T15:00:11.765Z,17.8095,119.7907,10,4.5,mb,54,90,5.127,0.53,us,us6000i9q0,2022-08-10T17:54:16.040Z,"61 km WNW of Puro Pinget, Philippines",earthquake,11.6,1.883,0.077,49,reviewed,us,us
2022-07-31T14:43:57.823Z,32.5437,142.4883,10,4.7,mb,74,133,2.323,0.37,us,us6000i6zj,2022-08-10T15:47:26.040Z,"Izu Islands, Japan region",earthquake,9.63,1.88,0.039,205,reviewed,us,us
2022-07-31T13:52:15.936Z,25.0752,63.4807,10,5.1,mb,75,44,6.603,0.61,us,us6000i6z0,2022-08-10T15:35:10.012Z,"20 km S of Pasni, Pakistan",earthquake,8.04,1.838,0.043,184,reviewed,us,us
2022-07-31T13:42:12.590Z,25.1106,63.5726,10,5.6,mww,108,44,6.686,0.6,us,us6000i6yz,2022-08-10T15:34:53.608Z,"19 km SSE of Pasni, Pakistan",earthquake,8.24,1.762,0.06,27,reviewed,us,us
2022-07-31T13:36:44.244Z,-6.701,129.9527,145.572,4.8,mb,53,37,1.845,0.6,us,us6000i6yx,2022-08-10T15:21:50.040Z,"Banda Sea",earthquake,7.21,5.818,0.1,35,reviewed,us,us
2022-07-31T11:29:55.611Z,-27.2223,179.6598,471.556,4.5,mb,35,136,9.549,0.72,us,us6000i6yi,2022-08-14T05:41:20.040Z,"Kermadec Islands region",earthquake,11.66,5.287,0.11,24,reviewed,us,us
2022-07-31T11:27:38.720Z,17.3646,120.7626,10,4.9,mb,76,76,5.433,0.64,us,us6000i6yg,2022-08-14T05:37:06.992Z,"7 km SE of San Ramon, Philippines",earthquake,9.69,1.883,0.056,99,reviewed,us,us
2022-07-31T11:19:58.108Z,-21.0399,-68.9138,115.967,4.5,mb,71,53,0.536,0.39,us,us6000i6yf,2022-08-14T05:29:29.040Z,"156 km N of Calama, Chile",earthquake,5.1,4.986,0.06,82,reviewed,us,us
2022-07-31T07:30:51.781Z,32.6754,142.4307,10,4.5,mb,31,141,2.244,0.76,us,us6000i6xd,2022-07-31T08:09:41.040Z,"Izu Islands, Japan region",earthquake,11.1,1.9,0.093,34,reviewed,us,us
2022-07-31T05:50:00.528Z,17.7068,120.7455,10,5,mb,91,111,5.094,0.52,us,us6000i6ww,2022-07-31T19:13:35.874Z,"7 km ENE of La Paz, Philippines",earthquake,8.5,1.8,0.043,182,reviewed,us,us
2022-07-31T04:03:14.490Z,-17.4057,-174.3338,234.16,4.6,mb,65,131,2.204,0.96,us,us6000i6wb,2022-07-31T04:22:46.040Z,"142 km NNW of Neiafu, Tonga",earthquake,9.5,7.1,0.044,154,reviewed,us,us
2022-07-31T03:03:15.824Z,4.2356,95.7356,78.84,5.1,mb,90,112,1.559,0.66,us,us6000i6vy,2022-07-31T14:55:55.000Z,"44 km WNW of Meulaboh, Indonesia",earthquake,7.8,6.9,0.061,88,reviewed,us,us
2022-07-31T02:28:09.720Z,27.1983,86.7663,10,5.1,mb,106,42,1.45,0.77,us,us6000i6vr,2022-08-06T03:14:09.111Z,"27 km W of Bhojpur, Nepal",earthquake,4.2,1.6,0.038,220,reviewed,us,us
2022-07-31T00:50:51.717Z,-60.2156,-26.9247,28.598,5.1,mb,107,44,14.49,0.5,us,us6000i6v3,2022-08-12T02:12:54.040Z,"South Sandwich Islands region",earthquake,11.93,4.113,0.063,81,reviewed,us,us
2022-07-31T00:00:41.050Z,47.7931,-27.561,10,4.7,mb,146,37,8.816,0.48,us,us6000i6uy,2022-08-12T01:28:05.040Z,"northern Mid-Atlantic Ridge",earthquake,9.11,1.818,0.05,121,reviewed,us,us
2022-07-30T15:24:38.773Z,18.3463,145.5058,161.935,4.5,mb,24,94,4.769,0.83,us,us6000i9er,2022-08-12T19:16:41.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.43,8.099,0.127,18,reviewed,us,us
2022-07-30T14:44:48.493Z,-14.7016,167.6638,10,4.5,mb,18,130,0.864,1.07,us,us6000i9eq,2022-08-12T19:10:44.040Z,"73 km ENE of Port-Olry, Vanuatu",earthquake,10.35,1.893,0.163,11,reviewed,us,us
